animal,type [1],mouse [2],lineage [3],DOB [4],date [5],age [6],weight [7],description [8],recordingBatch [9],rec. computer[10],recording folder [11],recordings [12],comment [13],,,,,,,,,,,,
,,,,,230425,58,22.3,Recording with motorization and obstacle,,behaviorPC,2023.04.25_005,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.25_011,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230426,59,22.5,Recording with motorization and obstacle,,behaviorPC,2023.04.26_005,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.26_011,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230427,60,22.6,Recording with motorization and obstacle,,behaviorPC,2023.04.27_005,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.27_011,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230428,61,23.2,Recording with motorization and obstacle,,behaviorPC,2023.04.28_005,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.28_011,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230502,65,22.8,Recording with motorization and obstacle,,behaviorPC,2023.05.02_004,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.02_010,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230503,66,23.8,Recording with motorization and obstacle,,behaviorPC,2023.05.03_005,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - left whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.03_011,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - left whiskers trimmed",,,,,,,,,,,,
,,,,,230504,67,24,Recording with motorization and obstacle,,behaviorPC,2023.05.04_005,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.04_011,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
230226_f77,B6-PV Cre,female #77,B6-PV Cre,230226,230331,33,14.8,Headplate surgery,,,,,surgery went relatively well - right eye malformation,,,,,,,,,,,,
,,,,,230403,36,16,Habituation 1,,,,,10.30am 5min free walking on mesh,,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,2.30pm 5min free walking on mesh + 15mn head fix on mesh,,,,,,,,,,,,
,,,,,230404,37,16.3,Habituation 3,,,,,11.30am 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,2.30pm 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 5,,,,,5.30pm 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230405,38,16.3,Training with motorization,,,,,"behavior only, wheel speed: 10cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 10cm/s",,,,,,,,,,,,
,,,,,230406,39,17.2,Training with motorization,,,,,"behavior only, wheel speed: 11cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 11cm/s",,,,,,,,,,,,
,,,,,230407,40,16.6,Training with motorization,,,,,"behavior only, wheel speed: 12cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 12cm/s",,,,,,,,,,,,
,,,,,230412,45,16.6,Training with motorization,,,,,"behavior only, wheel speed: 13cm/s",,,,,,,,,,,,
,,,,,230413,46,16.8,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230414,47,17.2,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230417,50,18,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230418,51,17.8,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230419,52,17.6,Recording with motorization,,behaviorPC,2023.04.19_002,locomotion_recording_setupBonsai_000,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230420,53,17.5,Recording with motorization and obstacle,,behaviorPC,2023.04.20_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.20_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230421,54,17.6,Recording with motorization and obstacle,,behaviorPC,2023.04.21_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.21_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230424,57,18.7,Recording with motorization and obstacle,,behaviorPC,2023.04.24_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.24_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230425,58,18.2,Recording with motorization and obstacle,,behaviorPC,2023.04.25_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.25_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230426,59,18.3,Recording with motorization and obstacle,,behaviorPC,2023.04.26_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.26_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230427,60,18.3,Recording with motorization and obstacle,,behaviorPC,2023.04.27_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.27_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230428,61,18.3,Recording with motorization and obstacle,,behaviorPC,2023.04.28_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.28_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230502,65,19,Recording with motorization and obstacle,,behaviorPC,2023.05.02_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.02_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230503,66,18.8,Recording with motorization and obstacle,,behaviorPC,2023.05.03_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.03_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,230504,67,18.7,Recording with motorization and obstacle,,behaviorPC,2023.05.04_000,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.04_006,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
230226_f78,B6-PV Cre,female #78,B6-PV Cre,230226,230331,33,12.9,Headplate surgery,,,,,surgery went relatively well - right eye malformation (probably blind from this eye),,,,,,,,,,,,
,,,,,230403,36,14.2,Habituation 1,,,,,10.30am 5min free walking on mesh,,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,2.30pm 5min free walking on mesh + 15mn head fix on mesh,,,,,,,,,,,,
,,,,,230404,37,14.9,Habituation 3,,,,,11.30am 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,2.30pm 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 5,,,,,6pm 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230405,38,15.7,Training with motorization,,,,,"behavior only, wheel speed: 10cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 10cm/s",,,,,,,,,,,,
,,,,,230406,39,16.3,Training with motorization,,,,,"behavior only, wheel speed: 11cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 11cm/s",,,,,,,,,,,,
,,,,,230407,40,16.1,Training with motorization,,,,,"behavior only, wheel speed: 12cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 12cm/s",,,,,,,,,,,,
,,,,,230412,45,16,Training with motorization,,,,,"behavior only, wheel speed: 13cm/s",,,,,,,,,,,,
,,,,,230413,46,16.3,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230414,47,16.1,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230417,50,17,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230418,51,17.3,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230419,52,17.3,Recording with motorization,,behaviorPC,2023.04.19_003,locomotion_recording_setupBonsai_000,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230420,53,17.1,Recording with motorization and obstacle,,behaviorPC,2023.04.20_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s, late recording for the second video",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.20_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230421,54,17.2,Recording with motorization and obstacle,,behaviorPC,2023.04.21_003,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.21_009,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230424,57,18.6,Recording with motorization and obstacle,,behaviorPC,2023.04.24_003,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.24_009,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230425,58,17.9,Recording with motorization and obstacle,,behaviorPC,2023.04.25_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.25_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230426,59,17.5,Recording with motorization and obstacle,,behaviorPC,2023.04.26_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.26_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230427,60,17.5,Recording with motorization and obstacle,,behaviorPC,2023.04.27_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.27_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230428,61,17.5,Recording with motorization and obstacle,,behaviorPC,2023.04.28_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.28_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230502,65,18.8,Recording with motorization and obstacle,,behaviorPC,2023.05.02_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.02_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230503,66,18.3,Recording with motorization and obstacle,,behaviorPC,2023.05.03_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.03_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,230504,67,18.4,Recording with motorization and obstacle,,behaviorPC,2023.05.04_001,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.04_007,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
230226_f79,B6-PV Cre,female #79,B6-PV Cre,230226,230331,33,12.3,Headplate surgery,,,,,surgery went relatively well,,,,,,,,,,,,
,,,,,230403,36,12.6,Habituation 1,,,,,10.30am 5min free walking on mesh,,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,2.30pm 5min free walking on mesh + 15mn head fix on mesh,,,,,,,,,,,,
,,,,,230404,37,14.3,Habituation 3,,,,,11.30am 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,2.30pm 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 5,,,,,6pm 15min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230405,38,14.6,Training with motorization,,,,,"behavior only, wheel speed: 10cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 10cm/s",,,,,,,,,,,,
,,,,,230406,39,15.3,Training with motorization,,,,,"behavior only, wheel speed: 11cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 11cm/s",,,,,,,,,,,,
,,,,,230407,40,15,Training with motorization,,,,,"behavior only, wheel speed: 12cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 12cm/s",,,,,,,,,,,,
,,,,,230412,45,15.3,Training with motorization,,,,,"behavior only, wheel speed: 13cm/s",,,,,,,,,,,,
,,,,,230413,46,15.9,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230414,47,15.8,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230417,50,16.2,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230418,51,16.4,Training with motorization,,,,,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230419,52,16.5,Recording with motorization,,behaviorPC,2023.04.19_004,locomotion_recording_setupBonsai_000,"behavior only, wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230420,53,21.5,Recording with motorization and obstacle,,behaviorPC,2023.04.20_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.20_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230421,54,17.1,Recording with motorization and obstacle,,behaviorPC,2023.04.21_004,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.21_010,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230424,57,17.6,Recording with motorization and obstacle,,behaviorPC,2023.04.24_004,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.24_010,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - last video recorded without the animal",,,,,,,,,,,,
,,,,,230425,58,17.4,Recording with motorization and obstacle,,behaviorPC,2023.04.25_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.25_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230426,59,17.8,Recording with motorization and obstacle,,behaviorPC,2023.04.26_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.26_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230427,60,17,Recording with motorization and obstacle,,behaviorPC,2023.04.27_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.27_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230428,61,17.3,Recording with motorization and obstacle,,behaviorPC,2023.04.28_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - add white square for whisker camera ",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.04.28_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230502,65,17.7,Recording with motorization and obstacle,,behaviorPC,2023.05.02_005,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - head piece was remove during the week-end ",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.02_011,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s",,,,,,,,,,,,
,,,,,230503,66,18,Recording with motorization and obstacle,,behaviorPC,2023.05.03_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - right whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.03_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - right whiskers trimmed",,,,,,,,,,,,
,,,,,230504,67,18.2,Recording with motorization and obstacle,,behaviorPC,2023.05.04_002,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
,,,,,,,,Recording with motorization and obstacle,,behaviorPC,2023.05.04_008,locomotion_recording_setupBonsai_000,"behavior only with obstacle (probability: 0.5), wheel speed: 14cm/s - all whiskers trimmed",,,,,,,,,,,,
230120_m1,B6-PV Cre,male #1,B6-PV Cre,230120,230403,,,habituation on flat surface and FL EMG recordings,,,2023.04.03_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, Brandon's amplifier, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,230404,,,habituation on flat surface and FL EMG recordings,,,2023.04.04_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, Brandon's amplifier, channel 2 (red white):triceps,  channel 1 (black green):biceps, wheel blocked by separator on trial 1,2,3",,,,,,,,,,,,
,,,,,230405,,,locomotion recording with motorization and FL EMG,,,2023.04.05_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,,,,,,,2023.04.05_001,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,230406,,,locomotion recording with motorization and FL EMG,,,2023.04.06_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,,,,,,,2023.04.06_001,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,230407,,,locomotion recording with motorization and FL EMG,,,2023.04.07_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,,,,,,,2023.04.07_001,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,230411,,,locomotion recording with motorization and FL EMG,,,2023.04.11_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,,,,,,,2023.04.11_001,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,230412,,,locomotion recording with motorization and FL EMG,,,2023.04.12_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,,,,,,,2023.04.12_001,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,230413,,,locomotion recording with motorization and FL EMG,,,2023.04.13_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,,,,,,,2023.04.13_001,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,230414,,,locomotion recording with motorization and FL EMG,,,2023.04.14_000,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
,,,,,,,,,,,2023.04.14_001,locomotionTriggerSIAndMotorEMG60sec_000-4,"gain x1000, rungs, session 1, channel 2 (red white):triceps,  channel 1 (black green):biceps",,,,,,,,,,,,
230219_f17,B6-PV Cre,female #17,B6-PV Cre,230219,230407,47,,virus injection in simplex and Chronic window & headplate surgery,,,,,surgery went relatively well,,,,,,,,,,,,
,,,,,230504,74,19.2,Habituation 1,,,,,5min free walking on mesh,,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,5min free walking on mesh + 10mn head fix on mesh,,,,,,,,,,,,
,,,,,230505,75,19.5,Habituation 3,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230509,79,20.5,Habituation 5,,,,,10min head-fixed motorized on mesh ,,,,,,,,,,,,
,,,,,230510,80,21.7,Habituation 6,,,,,10min head-fixed motorized on mesh - speed: 10cm/s,,,,,,,,,,,,
,,,,,230511,81,20.8,Habituation 7,,,,,10min head-fixed motorized on mesh - speed: 10cm/s + check window,,,,,,,,,,,,
,,,,,230512,82,21.9,locomotion recording with motorization + calcium imaging,,,2023.05.12_000,"locomotionTriggerSIAndMotor60sec_000, f17_train1_00001-5.tif","910nm, speed: 10cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.12_005,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 10cm/s",,,,,,,,,,,,
,,,,,230515,85,22,locomotion recording with motorization,,,2023.05.15_000,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 11cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization,,,2023.05.15_005,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 11cm/s",,,,,,,,,,,,
,,,,,230516,86,21.5,locomotion recording with motorization ,,,2023.05.16_000,"locomotionTriggerSIAndMotor60sec_000,1,2,3,4","Behavior only, speed: 12cm/s",,,,,,,,,,,,
,,,,,,,,locomotion recording with motorization + calcium imaging,,,2023.05.16_005,"locomotionTriggerSIAndMotor60sec_000, f17_train2_00001-5.tif","910nm, speed: 12cm/s",,,,,,,,,,,,
